stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token,cluster,keep_specific,keep_general
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,0.0005106856263010773,7,158,14,24,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-450341,Activation of the AP-1 family of transcription factors,0.0006518247621993822,3,12,2,5,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9730414,MITF-M-regulated melanocyte development,0.0006518247621993822,8,233,12,150,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-168249,Innate Immune System,0.0006518247621993822,20,1387,78,782,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-375165,NCAM signaling for neurite out-growth,0.0006535925249284702,5,70,8,23,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,0.000655032757539975,5,71,22,53,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-8848021,Signaling by PTK6,0.000655032757539975,5,71,22,53,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-2428924,IGF1R signaling cascade,0.00069660890108314,5,72,11,17,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-74751,Insulin receptor signalling cascade,0.00069660890108314,5,72,18,25,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),0.00069660890108314,5,73,11,19,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-1266738,Developmental Biology,0.0007737811844052978,25,2061,91,996,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,True
R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,0.0007979428947919587,4,38,3,14,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-111465,Apoptotic cleavage of cellular proteins,0.0007979428947919587,4,38,6,38,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-9013424,RHOV GTPase cycle,0.0008187382183313385,4,39,1,2,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-446728,Cell junction organization,0.0008764392749907035,9,327,16,185,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-9839923,Dengue Virus Infection,0.0009424264916045866,10,411,12,142,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-1643685,Disease,0.0010553301806059956,32,3093,250,2176,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,True
R-HSA-187687,Signalling to ERKs,0.0010878946087931052,4,42,13,32,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9696264,RND3 GTPase cycle,0.0010988443307708984,4,43,1,2,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9696273,RND1 GTPase cycle,0.0010988443307708984,4,43,1,2,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-2428933,SHC-related events triggered by IGF1R,0.0011410212961924238,3,16,5,5,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9696270,RND2 GTPase cycle,0.0011997978355093863,4,44,1,2,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9013420,RHOU GTPase cycle,0.0011997978355093863,4,44,1,4,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",0.001213370366420552,6,137,4,7,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,0.0012497244295324172,3,17,2,6,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,True
R-HSA-9918481,Dengue Virus-Host Interactions,0.0012537896087712053,8,273,6,59,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-201556,Signaling by ALK,0.0013031993355105964,4,46,5,42,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-5654738,Signaling by FGFR2,0.0013086419188845788,5,88,9,46,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-199418,Negative regulation of the PI3K/AKT network,0.0013738551871034232,6,145,4,10,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-451927,Interleukin-2 family signaling,0.0013738551871034232,4,47,14,59,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-187037,Signaling by NTRK1 (TRKA),0.0013738551871034232,6,143,23,102,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-9013404,RAC2 GTPase cycle,0.0014611592098734416,5,92,2,10,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",0.0016270878845192627,4,50,15,38,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-5654743,Signaling by FGFR4,0.0017540755981626521,4,51,6,41,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",0.0018286631900499284,3,20,12,13,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9664407,Parasite infection,0.0018934362379905423,6,157,14,27,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-9664417,Leishmania phagocytosis,0.0018934362379905423,6,157,14,27,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-9664422,FCGR3A-mediated phagocytosis,0.0018934362379905423,6,157,14,27,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-5654741,Signaling by FGFR3,0.0018934362379905423,4,53,6,43,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-5663205,Infectious disease,0.0018934362379905423,23,1965,58,1227,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-9013423,RAC3 GTPase cycle,0.0019297238515655346,5,100,2,6,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-421270,Cell-cell junction organization,0.0019416194165755574,8,300,14,169,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-9006931,Signaling by Nuclear Receptors,0.0019752852815932975,9,383,18,195,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-74752,Signaling by Insulin receptor,0.002112861643236208,5,102,18,34,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-2682334,EPH-Ephrin signaling,0.002112861643236208,5,102,24,56,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-5637810,Constitutive Signaling by EGFRvIII,0.002173712216889112,3,22,18,18,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-5637812,Signaling by EGFRvIII in Cancer,0.002173712216889112,3,22,18,18,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-9665348,Signaling by ERBB2 ECD mutants,0.00219932500757114,3,23,15,15,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,0.00219932500757114,4,56,12,32,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,0.0024892264997875557,3,24,4,9,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-190236,Signaling by FGFR,0.0025419527615149207,5,109,24,142,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,0.002747953955787086,3,26,23,23,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,0.002747953955787086,3,26,23,23,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-198753,ERK/MAPK targets,0.002747953955787086,3,26,6,7,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-445144,Signal transduction by L1,0.002747953955787086,3,25,3,11,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-70171,Glycolysis,0.002747953955787086,5,111,4,23,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-5654736,Signaling by FGFR1,0.0028885665213140843,4,64,6,48,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,0.0028885665213140843,4,64,1,8,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-112409,RAF-independent MAPK1/3 activation,0.0034057724184094473,3,28,12,12,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9652169,Signaling by MAP2K mutants,0.003495847631962423,2,6,1,1,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-912526,Interleukin receptor SHC signaling,0.0037693123987107002,3,29,6,6,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9013149,RAC1 GTPase cycle,0.004133348643507451,6,191,2,6,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,0.004156797602564044,3,30,13,13,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins,0.004246875822156881,6,192,9,92,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-9764265,Regulation of CDH1 Expression and Function,0.004246875822156881,6,192,9,92,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-1643713,Signaling by EGFR in Cancer,0.004290948587154286,3,32,42,42,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-70326,Glucose metabolism,0.004361552815821845,5,131,7,40,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,True
R-HSA-2559583,Cellular Senescence,0.004380857986913567,6,199,19,90,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,True
R-HSA-445095,Interaction between L1 and Ankyrins,0.0046878453073244675,3,33,2,4,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,0.004689900399786007,4,76,1,7,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-168256,Immune System,0.004817068837930538,29,3033,187,1895,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,True
R-HSA-5674499,Negative feedback regulation of MAPK pathway,0.005013536116458828,2,8,3,3,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-2424491,DAP12 signaling,0.005013536116458828,3,36,17,17,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-1227990,Signaling by ERBB2 in Cancer,0.005013536116458828,3,36,60,62,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-9664565,Signaling by ERBB2 KD Mutants,0.005013536116458828,3,35,15,17,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9706574,RHOBTB GTPase Cycle,0.005013536116458828,3,36,3,4,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,0.005013536116458828,3,35,8,16,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,0.005013536116458828,4,80,5,26,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,True
R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,0.005426018892343842,6,215,9,125,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-9658195,Leishmania infection,0.005999503848180265,7,301,15,95,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-9824443,Parasitic Infection Pathways,0.005999503848180265,7,301,15,95,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-354192,Integrin signaling,0.006301155982153528,3,39,11,24,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9659379,Sensory processing of sound,0.006419296784837547,4,87,2,13,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,True
R-HSA-9833482,PKR-mediated signaling,0.006692469978451521,4,88,5,40,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-9732724,IFNG signaling activates MAPKs,0.006840430653460294,2,10,1,3,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-913531,Interferon Signaling,0.008011332948650862,9,507,15,157,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,False,False
R-HSA-444257,RSK activation,0.008248228336686925,2,11,1,4,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,True
R-HSA-8853659,RET signaling,0.008316807617003152,3,43,9,24,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-114604,GPVI-mediated activation cascade,0.008316807617003152,3,43,6,25,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,0.008876494103104982,3,44,4,6,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-8856828,Clathrin-mediated endocytosis,0.008996351480839437,5,161,16,35,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,True
R-HSA-70268,Pyruvate metabolism,0.00917723371463175,4,96,5,31,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,True
R-HSA-9663891,Selective autophagy,0.009527112264524629,4,97,11,56,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,True
R-HSA-264870,Caspase-mediated cleavage of cytoskeletal proteins,0.00978205845806046,2,12,4,10,MjAyNjA5MTMxMzA2MjlfMjMxMDg%3D,12,True,False
R-HSA-8953854,Metabolism of RNA,0.004885015014041705,13,863,42,244,MjAyNjA5MTMxMzA2MzZfMjMxMDk%3D,13,True,True
R-HSA-8856828,Clathrin-mediated endocytosis,0.007600007471791681,5,161,20,35,MjAyNjA5MTMxMzA2NDNfMjMxMTA%3D,14,True,True
R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,0.007600007471791681,4,76,2,7,MjAyNjA5MTMxMzA2NDNfMjMxMTA%3D,14,True,False
R-HSA-9659379,Sensory processing of sound,0.007600007471791681,4,87,3,13,MjAyNjA5MTMxMzA2NDNfMjMxMTA%3D,14,False,True
R-HSA-112310,Neurotransmitter release cycle,0.008617016740863015,4,99,7,37,MjAyNjA5MTMxMzA2NDNfMjMxMTA%3D,14,True,True
R-HSA-5223345,Miscellaneous transport and binding events,0.008617016740863015,3,40,2,18,MjAyNjA5MTMxMzA2NDNfMjMxMTA%3D,14,True,True
R-HSA-9012999,RHO GTPase cycle,0.00048254634418753994,13,460,29,91,MjAyNjA5MTMxMzA2NTFfMjMxMTE%3D,15,False,False
R-HSA-9013148,CDC42 GTPase cycle,0.0005788299349376302,8,159,2,6,MjAyNjA5MTMxMzA2NTFfMjMxMTE%3D,15,True,False
R-HSA-194315,Signaling by Rho GTPases,0.0007441298556614129,15,708,58,203,MjAyNjA5MTMxMzA2NTFfMjMxMTE%3D,15,False,False
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.0007441298556614129,15,724,58,212,MjAyNjA5MTMxMzA2NTFfMjMxMTE%3D,15,False,True
R-HSA-9013409,RHOJ GTPase cycle,0.0017544985437769611,5,59,1,3,MjAyNjA5MTMxMzA2NTFfMjMxMTE%3D,15,True,False
R-HSA-9013407,RHOH GTPase cycle,0.004630516330083045,4,38,1,3,MjAyNjA5MTMxMzA2NTFfMjMxMTE%3D,15,True,False
R-HSA-4420097,VEGFA-VEGFR2 Pathway,0.005203616827764712,6,130,15,79,MjAyNjA5MTMxMzA2NTFfMjMxMTE%3D,15,False,False
R-HSA-194138,Signaling by VEGF,0.007092012166992845,6,141,15,86,MjAyNjA5MTMxMzA2NTFfMjMxMTE%3D,15,False,True
R-HSA-5218920,VEGFR2 mediated vascular permeability,0.007460865368325464,4,48,4,15,MjAyNjA5MTMxMzA2NTFfMjMxMTE%3D,15,True,False
R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,3.595310271720109e-09,11,172,12,35,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-109582,Hemostasis,3.595310271720109e-09,19,821,52,366,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,True
R-HSA-216083,Integrin cell surface interactions,9.904043751784997e-08,8,86,7,55,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-5653656,Vesicle-mediated transport,1.4916866108993787e-07,17,833,55,254,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,True
R-HSA-1474244,Extracellular matrix organization,1.8874421026104926e-07,12,351,74,330,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,True
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,6.688733598103624e-07,7,76,26,51,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-8948216,Collagen chain trimerization,7.134954438381413e-07,6,44,4,28,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-3000171,Non-integrin membrane-ECM interactions,9.054126346441649e-07,7,83,5,33,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-1474290,Collagen formation,3.340421327213683e-06,7,104,42,77,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-1280218,Adaptive Immune System,3.340421327213683e-06,18,1237,34,361,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,5.387959678415655e-06,6,67,16,26,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-1442490,Collagen degradation,5.826352612592345e-06,6,69,11,34,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-3000178,ECM proteoglycans,1.1018971575738057e-05,6,79,8,23,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-168256,Immune System,1.1018971575738057e-05,27,3033,119,1895,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,True
R-HSA-114608,Platelet degranulation ,1.8038017293831032e-05,7,142,4,11,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-9646399,Aggrephagy,1.8096843760084802e-05,5,47,6,15,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-76002,"Platelet activation, signaling and aggregation",1.8096843760084802e-05,9,294,32,119,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-3000480,Scavenging by Class A Receptors,1.9881292343537638e-05,5,49,3,10,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-76005,Response to elevated platelet cytosolic Ca2+,1.9881292343537638e-05,7,149,4,14,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-1566977,Fibronectin matrix formation,2.078882233291779e-05,4,21,1,4,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-9938026,Immunoglobulin maturation,2.078882233291779e-05,10,406,6,40,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-9938027,Affinity selection of immunoglobulins,2.078882233291779e-05,10,406,6,40,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-8953897,Cellular responses to stimuli,2.078882233291779e-05,16,1166,34,613,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,True
R-HSA-2262752,Cellular responses to stress,2.481611198978939e-05,15,1039,23,521,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-8957275,Post-translational protein phosphorylation,3.7839108691484213e-05,6,109,1,1,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-202733,Cell surface interactions at the vascular wall,4.665892617217171e-05,8,257,4,65,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-5663205,Infectious disease,5.4670083305619066e-05,20,1965,75,1227,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,5.4670083305619066e-05,4,29,2,2,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-3000170,Syndecan interactions,5.4670083305619066e-05,4,29,1,15,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-8874081,MET activates PTK2 signaling,7.097973889980125e-05,4,32,1,5,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-9671793,Diseases of hemostasis,7.097973889980125e-05,4,32,6,23,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),7.13417182263143e-05,6,127,1,14,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-1643685,Disease,0.00010136762060897198,25,3093,115,2176,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,True
R-HSA-9925563,Developmental Lineage of Pancreatic Ductal Cells,0.00010136762060897198,5,77,2,2,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-5626467,RHO GTPases activate IQGAPs,0.00010505772377800149,4,36,2,5,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,True
R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,0.00010858054833395858,4,37,6,6,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-168249,Innate Immune System,0.00011960962721346835,16,1387,73,782,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-1474228,Degradation of the extracellular matrix,0.0001466834437912068,6,148,11,105,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-9664407,Parasite infection,0.00017905372063464764,6,157,17,27,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-9664422,FCGR3A-mediated phagocytosis,0.00017905372063464764,6,157,17,27,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-9664417,Leishmania phagocytosis,0.00017905372063464764,6,157,17,27,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,0.00017905372063464764,6,158,11,24,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-419037,NCAM1 interactions,0.00018054677355272553,4,44,1,10,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-9981148,Developmental Lineage of Pancreatic Endocrine Mid Progenitor Cells,0.0001822919879301832,4,45,1,2,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-8875878,MET promotes cell motility,0.0001822919879301832,4,45,1,12,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-422475,Axon guidance,0.0001822919879301832,10,566,12,295,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-173623,Classical antibody-mediated complement activation,0.0002055838877823568,5,97,2,2,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-9663891,Selective autophagy,0.0002055838877823568,5,97,6,56,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-2029481,FCGR activation,0.0002507475248076929,5,103,6,6,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-9612973,Autophagy,0.0002507475248076929,6,174,17,117,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,True
R-HSA-9675108,Nervous system development,0.0002810571209875823,10,603,12,322,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-2168880,Scavenging of heme from plasma,0.0002817761972411237,5,106,6,12,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-190828,Gap junction trafficking,0.00028245065288645677,4,52,7,20,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-76009,Platelet Aggregation (Plug Formation),0.0003040503535075567,4,53,16,27,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-437239,Recycling pathway of L1,0.00035084769882043343,4,55,5,14,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-157858,Gap junction trafficking and regulation,0.0003579652480052431,4,57,7,24,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-9845622,Defective VWF binding to collagen type I ,0.00040222306117509987,2,3,1,1,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-166786,Creation of C4 and C2 activators,0.0004152461398145846,5,118,2,8,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,0.00041825439733855774,6,195,22,42,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,0.0004939666720620295,3,22,1,2,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-190872,Transport of connexons to the plasma membrane,0.0005127785957991238,3,23,1,3,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-166663,Initial triggering of complement,0.0005127785957991238,5,127,4,21,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,False,False
R-HSA-2029485,Role of phospholipids in phagocytosis,0.0005926898856788432,5,131,5,12,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-9845619,Enhanced cleavage of VWF variant by ADAMTS13,0.0006243224986899332,2,4,1,1,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-9845621,Defective VWF cleavage by ADAMTS13 variant,0.0006243224986899332,2,4,1,1,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
R-HSA-389977,Post-chaperonin tubulin folding pathway,0.0006297079831905084,3,25,9,9,MjAyNjA5MTMxMzA2NThfMjMxMTI%3D,16,True,False
